# Grain Sizes, Frequency of Grain Sizes 
7.8078,0.0032
7.8178,0.0031
7.8278,0.0031
7.8378,0.0031
7.8478,0.0031
7.8579,0.0030
7.8679,0.0030
7.8779,0.0030
7.8879,0.0030
7.8979,0.0029
7.9079,0.0029
7.9179,0.0029
7.9279,0.0029
7.9379,0.0028
7.9479,0.0028
7.9580,0.0028
7.9680,0.0028
7.9780,0.0027
7.9880,0.0027
7.9980,0.0027
8.0080,0.0027
8.0180,0.0026
8.0280,0.0026
8.0380,0.0026
8.0480,0.0026
8.0581,0.0026
8.0681,0.0025
8.0781,0.0025
8.0881,0.0025
8.0981,0.0025
8.1081,0.0024
8.1181,0.0024
8.1281,0.0024
8.1381,0.0024
8.1481,0.0024
8.1582,0.0023
8.1682,0.0023
8.1782,0.0023
8.1882,0.0023
8.1982,0.0023
8.2082,0.0022
8.2182,0.0022
8.2282,0.0022
8.2382,0.0022
8.2482,0.0022
8.2583,0.0021
8.2683,0.0021
8.2783,0.0021
8.2883,0.0021
8.2983,0.0021
8.3083,0.0020
8.3183,0.0020
8.3283,0.0020
8.3383,0.0020
8.3483,0.0020
8.3584,0.0020
8.3684,0.0019
8.3784,0.0019
8.3884,0.0019
8.3984,0.0019
8.4084,0.0019
8.4184,0.0019
8.4284,0.0018
8.4384,0.0018
8.4484,0.0018
8.4585,0.0018
8.4685,0.0018
8.4785,0.0018
8.4885,0.0017
8.4985,0.0017
8.5085,0.0017
8.5185,0.0017
8.5285,0.0017
8.5385,0.0017
8.5485,0.0017
8.5586,0.0016
8.5686,0.0016
8.5786,0.0016
8.5886,0.0016
8.5986,0.0016
8.6086,0.0016
8.6186,0.0016
8.6286,0.0015
8.6386,0.0015
8.6486,0.0015
8.6587,0.0015
8.6687,0.0015
8.6787,0.0015
8.6887,0.0015
8.6987,0.0015
8.7087,0.0014
8.7187,0.0014
8.7287,0.0014
8.7387,0.0014
8.7487,0.0014
8.7588,0.0014
8.7688,0.0014
8.7788,0.0014
8.7888,0.0013
8.7988,0.0013
8.8088,0.0013
8.8188,0.0013
8.8288,0.0013
8.8388,0.0013
8.8488,0.0013
8.8589,0.0013
8.8689,0.0012
8.8789,0.0012
8.8889,0.0012
8.8989,0.0012
8.9089,0.0012
8.9189,0.0012
8.9289,0.0012
8.9389,0.0012
8.9489,0.0012
8.9590,0.0012
8.9690,0.0011
8.9790,0.0011
8.9890,0.0011
8.9990,0.0011
9.0090,0.0011
9.0190,0.0011
9.0290,0.0011
9.0390,0.0011
9.0490,0.0011
9.0591,0.0011
9.0691,0.0010
9.0791,0.0010
9.0891,0.0010
9.0991,0.0010
9.1091,0.0010
9.1191,0.0010
9.1291,0.0010
9.1391,0.0010
9.1491,0.0010
9.1592,0.0010
9.1692,0.0010
9.1792,0.0009
9.1892,0.0009
9.1992,0.0009
9.2092,0.0009
9.2192,0.0009
9.2292,0.0009
9.2392,0.0009
9.2492,0.0009
9.2593,0.0009
9.2693,0.0009
9.2793,0.0009
9.2893,0.0009
9.2993,0.0009
9.3093,0.0008
9.3193,0.0008
9.3293,0.0008
9.3393,0.0008
9.3493,0.0008
9.3594,0.0008
9.3694,0.0008
9.3794,0.0008
9.3894,0.0008
9.3994,0.0008
9.4094,0.0008
9.4194,0.0008
9.4294,0.0008
9.4394,0.0008
9.4494,0.0007
9.4595,0.0007
9.4695,0.0007
9.4795,0.0007
9.4895,0.0007
9.4995,0.0007
9.5095,0.0007
9.5195,0.0007
9.5295,0.0007
9.5395,0.0007
9.5495,0.0007
9.5596,0.0007
9.5696,0.0007
9.5796,0.0007
9.5896,0.0007
9.5996,0.0007
9.6096,0.0006
9.6196,0.0006
9.6296,0.0006
9.6396,0.0006
9.6496,0.0006
9.6597,0.0006
9.6697,0.0006
9.6797,0.0006
9.6897,0.0006
9.6997,0.0006
9.7097,0.0006
9.7197,0.0006
9.7297,0.0006
9.7397,0.0006
9.7497,0.0006
9.7598,0.0006
9.7698,0.0006
9.7798,0.0006
9.7898,0.0005
9.7998,0.0005
9.8098,0.0005
9.8198,0.0005
9.8298,0.0005
9.8398,0.0005
9.8498,0.0005
9.8599,0.0005
9.8699,0.0005
9.8799,0.0005
9.8899,0.0005
9.8999,0.0005
9.9099,0.0005
9.9199,0.0005
9.9299,0.0005
9.9399,0.0005
9.9499,0.0005
9.9600,0.0005
9.9700,0.0005
9.9800,0.0005
9.9900,0.0005
10.0000,0.0005
end
